One_Health_Ins_ACS_10_14,Two_Plus_Health_Ins_ACS_10_14,No_Health_Ins_ACS_10_14
10034,1151,5632
4506,1033,4379
7754,830,3410
2137,493,2028
2929,280,2752
3461,287,2765
5439,574,4198
2588,437,1764
7307,284,6813
3008,538,3074
4347,357,4357
6483,802,7794
3039,1517,2166
2051,517,1825
3671,881,2767
737,208,353
500,153,226
4663,819,3990
2827,974,2031
2540,327,1178
4844,826,2825
3998,713,2282
0,0,0
2120,737,892
2320,993,713
1010,462,404
3306,1333,1467
638,180,310
1240,352,398
2595,465,507
1193,213,710
1093,151,427
2415,745,721
2800,741,718
970,257,352
3033,591,748
2740,622,913
3019,577,1572
3184,712,839
852,250,313
1062,142,318
2039,993,801
1920,375,399
3911,1304,1182
2328,881,594
3566,1961,671
2406,888,2511
5418,1196,953
2704,2144,463
3850,934,1109
2789,658,677
1787,593,789
2476,1033,1083
3497,853,953
2178,506,1286
2079,672,825
1688,323,735
2653,796,867
2489,779,1107
1598,427,853
3655,1010,641
911,244,274
1301,409,576
2007,434,933
2250,840,820
1162,304,225
1406,642,230
1245,513,457
1245,360,381
778,274,313
2101,588,897
2092,599,740
3052,661,749
2312,422,712
2962,741,445
855,511,515
2587,651,574
1720,412,885
1839,455,602
1294,634,787
2442,503,870
3166,940,1187
2228,619,797
2165,641,1176
3139,984,1250
2035,288,1327
2665,610,1342
2272,772,830
4864,1218,838
3373,1060,314
4005,927,1044
5447,813,1387
1981,416,522
3411,725,948
2924,695,837
3100,1097,1574
1501,532,985
1434,381,505
3077,998,1074
2475,517,1048
902,300,498
268,140,275
2671,841,654
2529,607,576
1029,266,328
966,309,256
2145,396,639
1793,651,584
3668,805,938
2341,685,782
3683,764,450
2592,1600,1486
1720,594,720
2099,546,967
3327,792,1004
2452,1127,702
1197,446,430
4570,2043,1599
1389,524,954
1212,511,497
3741,557,1377
1290,301,481
1958,344,629
2619,758,1384
5158,1514,160
4330,1068,1753
2881,702,522
2221,265,716
3257,1010,1474
1924,459,219
3555,1075,609
2866,460,757
1030,373,816
3103,923,1908
2100,491,864
1039,314,589
1574,179,548
1394,489,845
2978,685,910
2256,401,581
2282,405,618
1068,384,374
1201,364,1365
1019,265,1041
1758,879,700
1760,474,667
1837,752,520
1695,316,868
2328,281,1479
3950,592,1427
521,205,232
791,230,312
1537,375,1102
1951,175,1861
1130,168,383
565,155,395
756,327,320
768,251,605
1747,423,1280
1845,385,1654
1637,184,1109
956,288,584
1909,586,419
3624,640,1426
2625,367,1484
2305,553,997
1423,249,1085
1396,146,597
1665,310,907
1954,548,434
2577,658,880
3086,1051,1305
2192,688,365
3118,635,1036
2388,654,324
3458,917,350
3624,867,740
2756,466,367
3070,923,648
1588,605,524
5170,934,598
0,0,0
0,0,0
0,0,0
1598,500,289
2850,239,323
4949,1444,1530
1757,296,466
1227,278,257
719,220,597
971,270,452
64,27,55
0,0,0
1564,555,747
1339,424,610
5628,1751,2002
4233,1812,1539
4069,1470,1023
1732,1080,812
3609,815,1502
2271,910,1246
1565,825,969
2625,573,880
8097,1165,1703
2642,645,720
5532,641,646
4171,734,809
3536,639,505
3788,811,1220
3472,392,1327
2940,395,980
3610,323,812
3197,487,413
2824,453,1251
2532,344,1022
3434,763,1063
4007,750,990
3808,866,1300
4979,558,3080
4005,655,1854
4368,622,1227
4471,575,2145
4934,732,998
4559,854,1336
1262,262,375
2518,341,1469
2249,389,1243
1766,284,1221
3268,764,958
3016,734,1400
684,271,215
0,0,0
1433,288,397
1584,393,248
1698,817,678
2466,923,878
1698,387,181
2094,660,626
3057,961,740
875,326,230
4393,803,1079
7093,676,933
3923,377,1266
4658,565,1053
8235,799,1401
2347,489,931
4512,693,2162
2933,754,1329
4280,1125,1464
3465,532,848
1597,338,891
3608,859,1296
6682,1012,1817
886,125,546
2790,534,944
1767,242,836
3382,857,769
5575,1555,2074
3731,1421,1325
3388,1005,929
3021,804,557
5638,1509,701
4490,1350,449
3485,935,845
315,41,172
0,0,0
498,176,133
3166,1435,1005
1992,1128,324
2179,958,1360
3535,1704,1629
1160,413,536
3029,1377,709
2771,1334,813
4599,1240,2000
2840,1793,483
2030,812,589
1011,733,526
1255,447,478
181,46,63
1900,627,791
3241,666,1166
2305,1057,1767
4464,741,2202
4993,903,1051
4159,1291,1443
0,0,0
1052,407,273
1085,391,429
3112,1040,810
2854,954,1072
2224,521,607
3417,930,1351
2194,800,594
4451,1079,1084
1851,602,769
1070,443,503
2112,621,414
1849,404,953
3136,1027,450
2252,414,934
1480,247,508
925,248,359
1514,303,749
2277,357,911
2392,786,597
1359,720,565
3909,1744,1133
1670,641,499
1824,604,1160
2199,739,722
3316,1084,1822
2617,784,406
2345,581,471
1870,430,325
2192,740,342
1745,623,723
1634,340,847
3495,754,745
1929,617,452
1808,597,272
2994,835,1583
4710,997,1785
2298,1221,663
3005,1135,868
2808,499,1388
1258,364,735
6078,938,3275
4680,823,1156
1577,195,489
1807,412,703
2005,324,448
6433,1090,1467
1345,200,353
4035,483,1694
3291,791,1256
3641,882,1423
1858,475,573
4182,1044,2269
1019,312,757
2168,1085,831
1435,361,752
690,255,459
1425,232,395
3364,791,1175
968,387,295
2018,607,651
1326,273,449
772,317,236
2258,498,548
1232,261,536
1693,466,438
1279,591,323
1093,656,459
1952,899,617
984,535,238
2234,1261,143
3642,1344,1473
746,443,318
42,15,32
1646,376,441
1193,266,255
1019,299,732
2570,145,1061
3983,876,1843
2848,627,1239
2785,724,406
6252,561,1035
7376,1555,1940
5570,1256,967
2481,242,387
680,58,155
1463,395,494
638,207,288
2649,645,1065
1936,375,888
1655,333,666
1717,560,1152
3471,594,1563
1737,223,217
1330,244,286
1426,337,323
2443,354,552
3428,776,971
3783,1901,684
3991,588,862
3450,530,382
1819,454,372
2851,480,1183
3564,654,1769
3296,1046,1271
2564,816,572
3245,758,840
3661,1175,359
961,395,127
1545,247,401
1958,242,898
4001,783,1172
1810,586,578
3965,328,963
1508,909,497
3234,519,1372
2771,496,1594
4144,813,1725
1424,287,707
1370,174,168
1682,456,309
3854,1080,2405
2273,370,838
1953,363,350
1105,299,621
4252,947,656
2023,397,596
3132,625,690
3263,389,876
6285,774,620
7049,1135,889
2401,594,134
2529,959,407
3403,804,596
3201,390,727
4933,1054,1331
2002,560,38
1939,356,293
3857,350,281
3472,1185,1340
2825,669,473
0,0,0
1209,321,405
1472,478,533
863,164,311
3358,1168,808
900,369,270
643,344,258
1434,153,326
2805,231,231
3800,65,286
4587,321,958
3129,464,1781
1890,336,1152
1791,226,840
2756,801,1489
1649,339,961
3539,608,1905
1692,317,945
1413,199,618
4625,1550,1563
1203,475,513
3304,587,1836
3316,723,1424
837,304,257
3205,403,694
2402,649,499
3385,696,1135
2503,672,1645
3240,637,503
3124,781,682
3162,1727,383
2448,689,255
3728,1454,614
2564,492,1114
2131,924,794
3201,582,291
2431,650,562
3219,770,1196
1116,79,449
3630,1065,1228
2398,649,786
1621,667,509
1657,450,307
2311,502,369
4358,755,316
7950,1299,903
5852,1408,1207
5103,1288,872
5041,1161,936
3408,929,1570
6347,1180,712
3738,860,373
4158,729,654
5758,1318,1046
2614,745,581
2095,635,454
3726,771,2106
0,0,0
337,193,116
796,161,220
914,409,352
1466,363,400
2681,1022,1111
1332,479,509
1823,549,724
1208,703,721
1429,438,277
750,144,570
2371,433,758
851,468,680
1240,514,301
1555,376,909
3954,1306,1727
842,243,226
2613,677,759
2792,544,1067
371,137,308
1844,312,338
1866,614,710
3079,635,1793
2924,761,863
0,0,0
3817,670,2132
1562,316,2473
5034,662,3661
4964,811,1739
1808,407,1325
3269,1077,1944
1276,463,912
3425,627,1301
5135,865,3503
4701,1057,1301
5443,1719,1055
1166,462,192
3862,1357,1072
3164,970,950
2564,724,677
3200,1084,812
4664,942,1165
1122,479,544
4390,741,1190
2908,959,828
3780,672,1388
2989,881,315
2606,650,655
3468,799,619
2361,383,491
3379,514,1050
3301,535,1291
3009,440,676
3420,428,1878
5254,530,2053
3988,780,1507
2453,410,1736
2298,474,1531
2610,532,1712
6543,493,415
2791,372,463
3443,1302,700
3588,594,944
2558,578,351
3819,1112,2965
8117,1283,1865
7174,1033,2045
4787,827,1069
1322,374,1535
0,0,0
1406,654,386
2466,778,644
1951,837,264
1831,646,488
1698,686,571
3567,863,1293
1926,660,333
874,536,300
1992,573,444
2713,1096,1184
1070,460,277
1545,693,514
1152,337,289
1346,530,940
2996,978,751
2885,947,1430
1212,367,375
7414,853,2229
7341,1265,1821
4853,562,1217
2795,653,1450
4820,605,953
12009,2191,3228
6391,1123,711
16997,2405,1214
18324,2094,407
7014,1748,881
3617,351,72
3929,508,193
3384,887,247
3494,451,409
5084,1450,666
3619,603,286
3809,862,894
6761,1350,1737
2730,579,907
2951,666,433
3339,805,1542
1620,146,93
5098,1047,1693
3990,697,1424
27478,1793,2369
7394,443,389
9353,1208,1799
4992,959,2687
10948,1444,2731
6912,1079,2015
5582,809,2496
2277,412,1604
5695,1223,3028
4373,743,1589
5306,1062,2400
2732,444,1270
2776,614,1242
6012,781,3434
3328,423,1998
3012,405,2020
5918,991,1278
4935,657,1082
2380,451,1651
2890,818,2323
2038,552,1050
5997,1068,1343
2973,248,1498
5138,545,3879
6072,1006,3165
6924,1133,2914
3474,646,1339
4236,903,890
7899,1810,1046
8417,2807,1037
5388,1671,835
5130,1191,1242
5133,987,595
3881,951,1275
2273,538,565
1606,354,446
4295,409,1596
5202,801,1169
3871,754,1465
2811,1073,652
3274,1225,1239
1485,546,318
611,210,351
1571,421,342
3044,959,937
3669,934,2184
4407,811,1960
5151,1268,1749
1483,438,366
3766,722,515
3155,1892,1676
2494,602,1450
2091,403,1125
1538,433,537
3250,434,1450
3344,899,991
2472,423,1011
3378,850,1358
4421,1076,1891
2739,878,632
2751,919,624
2234,553,547
3612,988,996
755,223,478
4894,622,2529
2165,555,772
1526,633,571
2519,1242,1048
995,692,681
2108,1265,700
1314,390,381
2742,792,653
1114,299,494
2241,703,1105
1608,569,465
657,253,479
4229,586,2256
2779,766,1632
2040,377,1009
2121,525,1572
1977,380,1225
1109,164,630
1903,518,1176
2982,457,1270
3176,551,1107
2956,493,751
2676,621,830
1818,545,1330
3592,890,2090
1082,160,659
3504,939,1356
1748,174,765
5034,837,2282
2106,520,1133
2810,570,957
2578,423,1225
2221,547,1198
2596,455,959
2046,593,510
4014,1031,1083
2389,557,1134
2970,909,700
4123,585,1038
3835,933,1176
3735,674,510
1458,461,308
1257,240,569
2042,582,691
3200,572,1401
3413,1026,1082
3312,1089,1143
1070,814,274
607,175,33
3004,579,1446
3145,690,1178
3881,1037,1059
3499,745,856
4107,725,824
3607,743,1396
2904,797,930
1112,211,300
3961,886,1004
3579,468,860
2877,740,980
2730,862,707
3856,1144,861
1446,190,702
4614,651,988
4785,880,878
2899,484,610
2574,450,439
2272,611,643
2398,399,88
2093,402,411
1608,292,223
3048,672,423
2600,546,258
2761,411,380
2723,540,620
4001,586,215
2440,166,383
1632,237,136
3617,612,749
2937,558,83
3960,608,236
4308,1110,1251
3852,1015,1434
4828,779,685
4307,715,1296
2000,235,909
1727,377,626
2286,632,399
6668,1911,406
1490,343,569
897,606,387
21,0,0
0,0,0
1133,198,199
2448,302,1199
3316,634,1054
1137,325,209
2176,647,539
1318,427,468
1846,570,763
3045,896,970
927,297,537
1917,728,959
1431,367,332
1178,366,336
3377,683,739
4432,1202,590
2786,575,427
1460,309,417
4223,1412,1404
1875,1073,913
1358,535,530
1610,569,418
4049,1173,1405
2277,775,937
2892,336,453
5165,1064,778
3067,623,1088
1405,612,691
1114,406,422
2220,760,724
3990,1150,671
834,253,348
1816,556,881
2089,376,1054
1600,394,812
1477,315,739
2669,809,518
1803,498,618
3268,642,1221
4326,1253,1016
1547,514,552
1575,372,420
3290,536,1416
2737,553,857
4180,1076,774
3694,868,1146
4312,797,1379
4053,953,1109
7337,1395,1203
2893,491,689
2628,201,961
2361,390,662
2322,622,1383
4719,1347,1046
3199,843,610
4747,1214,942
5961,1494,2744
4742,904,791
6433,897,576
5804,1212,832
5097,1169,408
2977,499,1030
3668,528,1310
1643,320,423
1799,474,1002
3222,535,453
2452,248,890
2563,1159,892
3623,952,1812
1528,343,903
2889,770,716
1470,628,282
2043,833,554
1829,890,819
2685,828,1056
3484,520,1061
2749,735,1090
1437,436,215
1273,383,221
831,67,392
2176,481,728
1451,258,699
2401,600,575
1115,402,348
2366,501,732
3122,677,766
2768,461,705
2569,534,772
1734,379,1230
904,309,621
2259,365,1594
1856,271,1443
2500,295,1493
976,271,400
906,401,210
3906,787,370
2134,439,660
2317,372,766
1941,313,820
4222,902,656
1469,177,391
3697,411,1844
2853,889,1374
1299,234,942
3310,521,2033
4130,616,2919
2200,596,606
1663,341,503
3243,469,1755
1392,239,767
0,0,0
1585,335,647
2235,607,2049
3657,1371,1209
2430,992,1246
1449,421,195
1506,417,265
1203,364,283
1274,347,121
2083,504,1167
2517,428,1105
4408,936,1608
1985,365,676
1846,323,127
2626,874,553
1100,293,483
3340,1421,702
3297,1311,692
3603,741,267
3593,1118,413
1377,397,142
3215,1075,416
1505,312,195
3728,848,369
5953,660,766
2802,470,412
2338,641,517
3856,581,1441
6139,722,550
4943,699,1246
3844,793,817
3852,449,370
3913,464,750
4186,559,1336
1945,390,1137
1646,836,796
1555,568,423
2555,1122,835
1454,649,563
1662,416,611
1021,173,512
1607,366,611
1189,263,658
2792,542,567
785,153,218
2019,645,792
2154,801,683
606,191,127
1206,492,223
835,251,376
2585,910,815
1799,838,263
3072,884,1783
5307,682,496
5458,957,653
3624,525,737
3761,478,805
5054,1204,844
6364,1400,1869
8570,1114,1092
4304,492,1857
4760,1356,687
8505,1166,1276
5825,882,403
694,346,216
1279,425,468
1457,421,484
2573,839,1020
3193,882,958
2354,478,799
4797,851,1298
3305,686,1401
3337,612,1201
1726,266,827
1517,313,350
2215,310,622
2252,647,417
2122,517,665
1847,226,656
2117,697,491
1427,348,605
979,752,529
1859,786,754
2107,1305,1382
1597,692,500
1440,795,589
1196,762,992
4500,1060,1339
6524,1332,2890
2652,1273,801
2548,1169,589
2228,643,901
2782,786,1343
2920,548,754
2597,733,1257
1426,190,490
4649,684,644
2909,429,524
1928,408,167
1899,456,454
2352,623,378
2867,618,931
2998,808,952
4398,606,1589
1642,257,631
1743,568,1025
2839,570,1493
1524,358,469
1767,749,480
1953,497,817
1829,522,1100
898,205,131
4077,1164,786
3321,700,871
1987,654,688
3485,645,1252
2416,613,964
2555,706,1542
3187,735,1526
1774,391,855
1752,514,527
1817,450,742
3449,667,1860
2053,847,837
636,152,844
3493,454,2158
1367,265,945
1189,114,918
1165,135,1080
2411,750,1192
3385,514,1847
2905,458,997
3465,1161,705
2407,735,557
1655,586,331
2137,475,367
1447,524,375
5202,2711,1093
4902,827,1540
3644,797,1146
3292,871,1053
3490,902,1835
2758,585,865
3577,883,1900
4778,933,2429
3708,847,1699
5721,1332,2342
3848,740,752
3662,889,1317
6727,1653,516
4675,731,557
4120,1210,944
6849,1306,1454
2041,376,1172
1770,591,152
2271,655,438
5394,861,1473
3912,842,745
5395,842,1357
2699,567,890
3632,970,1117
4676,1290,688
0,0,0
4296,947,1494
1067,281,287
714,157,344
2187,521,1117
2070,351,1784
1489,432,1418
2667,259,1874
2145,246,1353
1352,320,691
2073,382,1570
2595,583,2071
2889,620,3081
2156,451,2220
1539,635,1325
3620,599,2609
1932,777,1126
1422,436,1325
2272,598,1229
1370,230,647
1442,707,302
820,133,369
764,366,226
2313,579,1077
1011,231,300
2996,714,724
739,188,266
3647,482,2344
3056,278,1970
2786,284,1693
2456,288,2460
2493,315,1858
3909,437,3331
6278,597,3622
4163,378,3072
1307,428,375
950,270,731
2452,402,1769
3358,449,2343
1125,197,775
988,293,563
2172,247,1714
2828,710,1369
1649,394,1019
3280,512,1457
1654,386,1690
2528,422,1466
1857,608,1440
1760,301,910
1380,175,535
3319,604,903
2370,657,434
2027,403,221
1592,325,766
2780,419,2012
2768,398,834
3123,833,378
1971,438,1141
1581,304,1379
2383,365,1072
2666,430,422
1012,222,104
2236,259,2645
1491,234,759
1490,302,399
2520,238,1652
1561,215,1082
1690,273,1032
2131,223,818
5007,578,272
2760,438,304
4254,659,655
3061,440,1331
1257,204,1181
1194,191,1103
1389,377,1344
2139,620,1442
1934,241,1527
2912,274,1990
2115,187,1464
1769,246,1038
2465,532,1066
2073,308,2327
1899,152,1570
2910,356,2304
3399,380,2987
1553,116,1480
1873,205,762
3428,373,2317
447,91,288
3531,344,999
6100,344,1615
3305,500,1580
1585,358,302
1727,280,1096
2511,439,1412
4925,920,384
3131,719,202
2416,713,663
4113,904,450
3686,1022,874
3874,1033,623
3064,695,1035
4678,1284,364
4776,711,1271
5654,907,1735
4358,842,759
2547,735,682
1634,398,801
1570,160,905
3503,429,1264
2074,527,1043
2285,429,606
6232,933,2880
2931,216,1013
2122,235,1568
2593,364,1709
5814,743,1894
2207,471,1130
3680,485,1767
779,213,609
2210,360,997
2132,617,1156
3280,354,1342
1850,365,1146
1212,253,1020
1971,368,498
3353,611,974
1009,420,175
3298,554,651
6689,586,1271
5634,754,1909
3213,532,1215
1967,275,915
3607,488,1491
1978,473,949
2710,170,1985
5864,656,2164
2820,268,693
1427,316,542
1396,257,711
4108,703,2187
2285,539,1227
2426,322,1775
5313,995,1700
4563,534,1437
2222,337,1683
2423,359,2645
2758,894,848
2644,418,1609
5197,754,2201
1832,342,281
4325,963,1504
3281,607,1194
2512,581,1099
4432,800,956
3756,592,352
3882,956,1726
1843,261,99
1503,186,225
3063,917,385
1151,299,184
3244,785,554
2808,651,963
2131,553,406
1901,483,499
6830,673,2349
5400,486,1407
2108,745,74
6701,1054,1544
5866,598,1668
6326,848,1389
1829,266,353
7450,1091,1338
8657,907,1244
1780,254,95
3483,765,1988
2174,253,1485
1522,407,585
3733,552,1927
4460,696,661
3719,673,778
6620,1086,1787
6081,831,513
3090,623,1309
2277,101,901
1306,151,62
2551,339,1055
6297,417,1327
5668,460,395
2741,387,127
5292,830,614
4396,729,620
4543,754,1243
6114,800,1019
1462,366,496
3352,333,120
2455,603,287
2355,283,390
4032,575,381
2664,754,539
3769,1158,1101
3283,306,676
4795,495,1501
4529,672,961
4704,692,2599
4975,817,2798
5893,538,2692
4509,620,2011
3781,441,2399
2867,433,917
2921,778,275
4448,765,582
3203,759,711
5757,764,941
3539,579,766
4583,580,1087
2043,250,1008
5271,370,971
4025,400,1416
6736,626,1778
5392,311,866
3049,286,745
5257,440,779
5100,636,1127
5737,540,954
1886,349,214
5476,641,792
11920,1840,3771
6348,443,1208
6656,918,582
9833,1097,2664
6065,548,556
2420,679,635
2811,346,599
2659,346,454
4256,478,1841
2945,774,707
2264,296,1026
1730,491,102
3374,965,580
3104,406,434
3104,291,1081
2125,368,1439
1841,274,822
3497,202,344
2620,259,1033
2245,90,1334
3388,177,932
3882,491,1834
3666,501,196
5110,1027,955
2582,671,835
1926,533,608
3526,459,865
3788,368,599
3543,526,1002
3016,639,872
2160,286,73
3672,739,2306
3909,770,538
2343,657,960
2760,477,1131
1474,516,461
3840,781,1083
3671,1004,1253
3201,456,2595
3419,491,1324
2908,335,1325
2815,431,969
3100,474,663
4081,715,800
3794,572,1270
2875,518,1646
2914,566,1086
2678,280,543
3652,130,1577
4499,748,625
4158,436,540
2664,376,1241
9646,942,440
3563,629,299
3349,668,228
2770,873,444
3863,1215,613
3222,392,1162
4769,745,430
2647,449,452
3285,620,451
2490,708,205
2988,700,265
4198,563,824
3492,432,1160
3027,986,264
2425,634,487
5193,603,1703
4280,705,181
3369,525,391
4527,513,135
6908,991,1737
3202,564,1949
4351,621,231
4046,580,338
2817,343,765
3172,413,219
4130,657,894
4732,528,1095
3398,504,1025
2960,493,1088
2462,349,711
4729,513,543
4112,739,181
3613,460,153
5187,469,179
4310,594,304
5606,596,154
6272,576,268
4738,407,260
6244,583,41
7540,1293,272
5482,1348,858
4688,972,435
3113,510,918
4655,727,1403
3950,269,854
6530,656,566
4739,387,389
18942,1913,2108
15861,1716,1704
2882,147,404
3799,434,912
2896,315,808
10260,1369,2280
10981,758,1007
7341,680,671
8318,549,369
5836,592,1666
6772,686,834
4878,845,995
10857,1290,1798
9415,1300,2207
5732,1461,530
18502,1991,1351
5628,811,685
2991,636,1141
4525,1163,751
1971,427,842
3164,565,692
4489,1041,791
4624,966,2277
3910,582,1489
1824,609,318
2411,522,502
3819,914,632
4515,943,405
1774,350,128
3206,472,774
1172,293,492
2482,250,2471
1473,202,1824
3342,151,2944
2431,338,1466
3306,178,2280
2113,211,1786
2195,345,2005
2647,355,1871
3491,423,2255
1189,188,757
2873,235,757
3363,544,1816
2734,640,697
2286,742,459
2687,519,1576
2080,116,1623
2455,333,1843
4301,603,2667
3108,1161,1225
1595,332,646
1424,195,637
2153,398,147
977,253,470
1408,263,1055
1294,274,1016
0,0,0
4591,1090,793
1883,203,593
1273,360,447
1016,395,562
2120,484,704
2472,867,674
1473,458,1262
951,196,387
3725,946,1328
797,226,332
1618,542,884
2365,573,912
2573,868,903
1754,526,482
1636,504,596
1269,251,638
1402,187,628
1356,481,113
166,259,81
1135,286,572
2727,669,711
1382,600,405
1913,797,214
1608,1058,426
4637,2119,447
2297,605,511
2608,538,1228
1526,290,6
9,4,0
3515,1007,1974
1074,234,424
2302,367,562
2483,599,466
3814,1651,417
5489,1038,1159
5437,1241,1086
3289,931,907
0,0,0
491,190,128
1519,315,713
843,345,618
4378,1227,1640
878,357,338
1269,402,499
1415,409,770
5428,1301,1794
3818,852,1111
1553,162,864
2590,397,1158
743,227,442
3033,706,1279
1520,492,656
3022,546,1027
4085,961,1197
3439,938,1990
1964,486,1892
2935,732,431
2855,467,1264
1213,585,542
3593,960,582
3359,946,958
2525,618,1016
4160,1253,2035
4165,1714,1539
2702,736,547
1784,650,317
2549,1104,1341
163,33,13
3169,733,925
1806,477,605
4952,1838,925
2498,706,464
3330,1187,333
3828,1299,514
1191,409,655
0,0,0
2763,787,274
2005,525,55
1278,89,114
2674,190,231
3045,396,359
2706,376,249
3762,466,724
2782,96,439
2373,203,538
2547,221,512
1510,169,292
2598,289,446
1854,266,498
3867,233,717
7821,535,1152
5706,445,1249
4688,627,1113
785,181,174
951,271,391
2493,299,701
1355,330,576
1955,186,378
1419,186,444
2826,438,1845
2212,440,1187
3807,495,367
